epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,1018.98,0.85148,2.62167,0.87508,0.72036,0.29902,0.3799,0.30811,0.74494,2.92464,0.85165,7.0854e-05,7.0854e-05,7.0854e-05
117,1024.48,0.90036,2.61665,0.8776,0.72036,0.29902,0.3799,0.30811,0.74494,2.92464,0.85165,6.89136e-05,6.89136e-05,6.89136e-05
118,1029.93,0.89054,2.6154,0.8905,0.71931,0.30553,0.38877,0.3157,0.74342,2.87977,0.85193,6.69732e-05,6.69732e-05,6.69732e-05
119,1035.43,0.87175,2.52492,0.91446,0.71931,0.30553,0.38877,0.3157,0.74342,2.87977,0.85193,6.50328e-05,6.50328e-05,6.50328e-05
120,1041.16,0.86481,2.64956,0.89375,0.7192,0.30878,0.39963,0.3247,0.74094,2.84165,0.85217,6.30924e-05,6.30924e-05,6.30924e-05
121,1046.6,0.87455,2.52923,0.90622,0.7192,0.30878,0.39963,0.3247,0.74094,2.84165,0.85217,6.1152e-05,6.1152e-05,6.1152e-05
122,1052.4,0.88338,2.69001,0.88414,0.71764,0.31716,0.41005,0.33353,0.73635,2.79934,0.85136,5.92116e-05,5.92116e-05,5.92116e-05
123,1057.9,0.83451,2.46321,0.86557,0.71764,0.31716,0.41005,0.33353,0.73635,2.79934,0.85136,5.72712e-05,5.72712e-05,5.72712e-05
124,1063.33,0.85112,2.41162,0.88698,0.70432,0.33059,0.41877,0.34236,0.72984,2.75256,0.85027,5.53308e-05,5.53308e-05,5.53308e-05
125,1069.03,0.84308,2.50415,0.88184,0.70432,0.33059,0.41877,0.34236,0.72984,2.75256,0.85027,5.33904e-05,5.33904e-05,5.33904e-05
126,1074.56,0.85033,2.32328,0.89074,0.68885,0.34583,0.42537,0.34883,0.72739,2.6992,0.84911,5.145e-05,5.145e-05,5.145e-05
127,1080.17,0.84898,2.50094,0.91536,0.68885,0.34583,0.42537,0.34883,0.72739,2.6992,0.84911,4.95096e-05,4.95096e-05,4.95096e-05
128,1085.69,0.90094,2.36644,0.89973,0.7047,0.35608,0.43368,0.35536,0.72652,2.64784,0.8489,4.75692e-05,4.75692e-05,4.75692e-05
129,1091.15,0.85521,2.30837,0.88779,0.7047,0.35608,0.43368,0.35536,0.72652,2.64784,0.8489,4.56288e-05,4.56288e-05,4.56288e-05
